run_id,batch_id,workload_type,workload_name,workload_complexity,cpu_cores,memory_total_gb,cpu_avg_pct,effective_cpu,memory_avg_gb,memory_pressure,disk_read_mb,disk_write_mb,io_intensity,disk_type,disk_speed_class,runtime_sec
2835,batch_4,WEB,wrk_high,2,8,16,37.77,3.02,13.01,0.813,239.75,35.23,274.98,SSD,2,13.49
2836,batch_4,WEB,wrk_high,2,8,16,40.96,3.28,8.9,0.556,73.66,39.61,113.27,SSD,2,12.33
2837,batch_4,WEB,wrk_high,2,8,16,40.7,3.26,8.55,0.534,178.44,97.62,276.06,SSD,2,12.66
2838,batch_4,WEB,wrk_high,2,8,32,43.57,3.49,27.14,0.848,122.6,12.49,135.09,NVMe,3,8.91
2839,batch_4,WEB,wrk_high,2,8,32,42.8,3.42,17.78,0.556,223.19,154.18,377.37,NVMe,3,9.15
2840,batch_4,WEB,wrk_high,2,8,32,35.48,2.84,20.3,0.634,227.94,153.52,381.46,NVMe,3,9.95
2841,batch_4,WEB,wrk_high,2,8,32,38.68,3.09,15.1,0.472,56.42,123.11,179.53,HDD,1,15.58
2842,batch_4,WEB,wrk_high,2,8,32,39.57,3.17,25.28,0.79,227.45,102.78,330.23,HDD,1,13.96
2843,batch_4,WEB,wrk_high,2,8,32,39.29,3.14,23.16,0.724,192.71,107.17,299.88,HDD,1,13.88
2844,batch_4,WEB,wrk_high,2,8,64,39.61,3.17,51.86,0.81,226.41,24.2,250.61,NVMe,3,7.52
2845,batch_4,WEB,wrk_high,2,8,64,45.49,3.64,47.51,0.742,143.63,116.41,260.04,SSD,2,11.73
2846,batch_4,WEB,wrk_high,2,8,64,44.49,3.56,50.6,0.791,243.22,167.77,410.99,SSD,2,12.68
2847,batch_4,WEB,wrk_high,2,8,64,38.73,3.1,32.34,0.505,194.3,86.72,281.02,SSD,2,11.37
2848,batch_4,WEB,wrk_high,2,8,64,37.56,3.0,53.96,0.843,243.68,73.55,317.23,SSD,2,10.46
2849,batch_4,WEB,wrk_high,2,8,64,42.78,3.42,30.38,0.475,25.91,101.82,127.73,HDD,1,14.78
2850,batch_4,WEB,wrk_high,2,16,4,36.84,5.89,3.15,0.787,213.69,74.64,288.33,SSD,2,11.81
2851,batch_4,WEB,wrk_high,2,16,4,41.25,6.6,2.45,0.613,195.86,123.56,319.42,HDD,1,16.51
2852,batch_4,WEB,wrk_high,2,16,4,45.65,7.3,2.23,0.557,58.03,123.97,182.0,HDD,1,14.96
2853,batch_4,WEB,wrk_high,2,16,4,44.25,7.08,2.04,0.51,187.03,76.66,263.69,NVMe,3,10.42
2854,batch_4,WEB,wrk_high,2,16,4,41.97,6.72,2.23,0.557,155.43,48.99,204.42,NVMe,3,11.24
2855,batch_4,WEB,wrk_high,2,16,4,40.46,6.47,3.06,0.765,201.73,82.0,283.73,HDD,1,15.75
2856,batch_4,WEB,wrk_high,2,16,8,40.6,6.5,4.39,0.549,132.13,124.61,256.74,SSD,2,10.17
2857,batch_4,WEB,wrk_high,2,16,8,40.19,6.43,4.32,0.54,186.26,70.19,256.45,NVMe,3,9.31
2858,batch_4,WEB,wrk_high,2,16,8,41.41,6.63,5.65,0.706,61.8,118.8,180.6,SSD,2,9.65
2859,batch_4,WEB,wrk_high,2,16,8,43.45,6.95,5.85,0.731,85.1,113.67,198.77,NVMe,3,8.38
2860,batch_4,WEB,wrk_high,2,16,8,44.26,7.08,4.97,0.621,81.1,96.99,178.09,SSD,2,9.81
2861,batch_4,WEB,wrk_high,2,16,8,37.41,5.99,3.64,0.455,148.99,27.38,176.37,HDD,1,13.52
2862,batch_4,WEB,wrk_high,2,16,16,42.45,6.79,8.76,0.547,164.97,56.79,221.76,HDD,1,13.3
2863,batch_4,WEB,wrk_high,2,16,16,35.72,5.72,10.42,0.651,151.99,144.19,296.18,NVMe,3,8.94
2864,batch_4,WEB,wrk_high,2,16,16,43.04,6.89,8.66,0.541,29.45,84.1,113.55,HDD,1,12.14
2865,batch_4,WEB,wrk_high,2,16,16,39.09,6.25,8.17,0.511,247.13,99.63,346.76,SSD,2,10.28
2866,batch_4,WEB,wrk_high,2,16,16,39.91,6.39,7.61,0.476,88.98,46.46,135.44,NVMe,3,7.35
2867,batch_4,WEB,wrk_high,2,16,16,41.77,6.68,12.04,0.752,186.7,70.82,257.52,HDD,1,11.82
2868,batch_4,WEB,wrk_high,2,16,32,41.85,6.7,17.02,0.532,113.7,49.55,163.25,NVMe,3,7.29
2869,batch_4,WEB,wrk_high,2,16,32,41.63,6.66,25.85,0.808,98.6,176.77,275.37,SSD,2,8.86
2870,batch_4,WEB,wrk_high,2,16,32,41.25,6.6,19.53,0.61,199.34,129.06,328.4,HDD,1,12.27
2871,batch_4,WEB,wrk_high,2,16,32,39.25,6.28,26.64,0.833,192.61,94.25,286.86,HDD,1,11.29
2872,batch_4,WEB,wrk_high,2,16,32,37.86,6.06,14.8,0.463,64.45,59.16,123.61,SSD,2,9.36
2873,batch_4,WEB,wrk_high,2,16,32,43.83,7.01,19.73,0.617,214.38,89.91,304.29,HDD,1,11.91
2874,batch_4,WEB,wrk_high,2,16,64,40.65,6.5,48.57,0.759,49.16,53.98,103.14,NVMe,3,6.34
2875,batch_4,WEB,wrk_high,2,16,64,39.53,6.32,42.79,0.669,29.62,101.98,131.6,NVMe,3,7.6
2876,batch_4,WEB,wrk_high,2,16,64,42.34,6.77,32.52,0.508,82.44,85.28,167.72,NVMe,3,8.02
2877,batch_4,WEB,wrk_high,2,16,64,39.75,6.36,54.28,0.848,201.07,152.75,353.82,SSD,2,9.16
2878,batch_4,WEB,wrk_high,2,16,64,37.62,6.02,35.58,0.556,117.1,122.74,239.84,NVMe,3,7.7
2879,batch_4,WEB,wrk_high,2,16,64,42.03,6.72,35.17,0.55,244.31,77.29,321.6,NVMe,3,7.97
2880,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,2.71,0.677,178.4,157.34,335.74,NVMe,3,155.08
2881,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,2.22,0.555,92.12,122.18,214.3,SSD,2,197.4
2882,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,2.09,0.522,214.31,142.78,357.09,HDD,1,262.84
2883,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,3.29,0.823,224.51,17.56,242.07,SSD,2,206.45
2884,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,1.9,0.475,211.48,101.43,312.91,HDD,1,262.53
2885,batch_5,ML,ml_resnet,5,2,4,95.0,1.9,2.13,0.532,92.31,79.83,172.14,NVMe,3,166.55
2886,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,4.65,0.581,157.88,74.43,232.31,NVMe,3,138.33
2887,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,5.5,0.688,169.81,61.19,231.0,HDD,1,213.77
2888,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,3.75,0.469,231.72,179.77,411.49,HDD,1,207.08
2889,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,6.11,0.764,190.33,104.65,294.98,NVMe,3,166.14
2890,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,4.99,0.624,57.22,149.43,206.65,SSD,2,161.13
2891,batch_5,ML,ml_resnet,5,2,8,95.0,1.9,6.37,0.796,132.71,85.33,218.04,SSD,2,177.58
2892,batch_5,ML,ml_resnet,5,2,16,95.0,1.9,9.17,0.573,93.35,47.52,140.87,NVMe,3,132.19
2893,batch_5,ML,ml_resnet,5,2,16,95.0,1.9,7.38,0.461,50.1,155.7,205.8,NVMe,3,116.39
2894,batch_5,ML,ml_resnet,5,2,16,95.0,1.9,8.04,0.502,165.71,140.97,306.68,SSD,2,150.3
2895,batch_5,ML,ml_resnet,5,2,16,95.0,1.9,7.55,0.472,111.19,66.78,177.97,SSD,2,161.58
2896,batch_5,ML,ml_resnet,5,2,16,86.17,1.72,13.16,0.823,117.86,155.45,273.31,NVMe,3,112.15
2897,batch_5,ML,ml_resnet,5,2,16,95.0,1.9,9.08,0.568,241.55,145.69,387.24,HDD,1,217.09
2898,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,18.38,0.574,50.9,63.72,114.62,SSD,2,154.85
2899,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,15.73,0.492,60.68,130.55,191.23,HDD,1,179.6
2900,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,24.84,0.776,77.78,145.47,223.25,HDD,1,206.38
2901,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,15.17,0.474,194.91,176.5,371.41,NVMe,3,127.45
2902,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,20.56,0.642,133.74,105.0,238.74,HDD,1,196.1
2903,batch_5,ML,ml_resnet,5,2,32,95.0,1.9,16.61,0.519,156.97,170.1,327.07,HDD,1,193.58
2904,batch_5,ML,ml_resnet,5,2,64,95.0,1.9,35.79,0.559,51.03,132.11,183.14,SSD,2,163.12
2905,batch_5,ML,ml_resnet,5,2,64,95.0,1.9,45.15,0.705,117.75,35.04,152.79,SSD,2,134.62
2906,batch_5,ML,ml_resnet,5,2,64,95.0,1.9,34.66,0.542,194.74,91.38,286.12,HDD,1,186.56
2907,batch_5,ML,ml_resnet,5,2,64,95.0,1.9,46.63,0.729,187.78,157.29,345.07,HDD,1,180.79
2908,batch_5,ML,ml_resnet,5,2,64,95.0,1.9,45.07,0.704,104.75,55.0,159.75,NVMe,3,127.53
2909,batch_5,ML,ml_resnet,5,2,64,92.07,1.84,32.07,0.501,174.5,128.1,302.6,NVMe,3,120.65
2910,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,3.0,0.75,238.51,18.02,256.53,HDD,1,149.62
2911,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,2.21,0.552,170.15,58.49,228.64,NVMe,3,111.98
2912,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,3.21,0.802,45.62,170.56,216.18,SSD,2,134.44
2913,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,3.38,0.845,85.66,101.34,187.0,HDD,1,180.56
2914,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,2.97,0.743,246.16,86.63,332.79,NVMe,3,111.24
2915,batch_5,ML,ml_resnet,5,4,4,95.0,3.8,2.19,0.547,87.5,119.06,206.56,SSD,2,126.2
2916,batch_5,ML,ml_resnet,5,4,8,81.09,3.24,6.26,0.782,143.95,126.46,270.41,NVMe,3,98.34
2917,batch_5,ML,ml_resnet,5,4,8,95.0,3.8,4.73,0.591,22.9,102.29,125.19,HDD,1,155.3
2918,batch_5,ML,ml_resnet,5,4,8,95.0,3.8,3.73,0.466,95.66,118.01,213.67,HDD,1,141.65
2919,batch_5,ML,ml_resnet,5,4,8,95.0,3.8,6.78,0.848,245.14,65.25,310.39,HDD,1,143.33
2920,batch_5,ML,ml_resnet,5,4,8,82.5,3.3,4.33,0.541,214.99,159.79,374.78,NVMe,3,92.51
2921,batch_5,ML,ml_resnet,5,4,8,95.0,3.8,6.55,0.819,181.0,117.84,298.84,HDD,1,149.66
2922,batch_5,ML,ml_resnet,5,4,16,92.25,3.69,10.23,0.639,85.92,163.85,249.77,HDD,1,116.57
2923,batch_5,ML,ml_resnet,5,4,16,84.41,3.38,8.3,0.519,78.44,165.85,244.29,SSD,2,101.91
2924,batch_5,ML,ml_resnet,5,4,16,89.46,3.58,8.55,0.534,143.07,71.48,214.55,SSD,2,102.41
2925,batch_5,ML,ml_resnet,5,4,16,95.0,3.8,11.17,0.698,123.58,143.33,266.91,HDD,1,140.71
2926,batch_5,ML,ml_resnet,5,4,16,95.0,3.8,12.32,0.77,173.99,50.96,224.95,HDD,1,144.95
2927,batch_5,ML,ml_resnet,5,4,16,73.79,2.95,10.63,0.664,240.88,97.12,338.0,NVMe,3,85.12
2928,batch_5,ML,ml_resnet,5,4,32,91.01,3.64,21.67,0.677,117.88,109.68,227.56,SSD,2,105.94
2929,batch_5,ML,ml_resnet,5,4,32,74.62,2.98,25.73,0.804,195.8,111.8,307.6,NVMe,3,73.72
2930,batch_5,ML,ml_resnet,5,4,32,87.8,3.51,16.1,0.503,130.25,56.62,186.87,SSD,2,104.03
2931,batch_5,ML,ml_resnet,5,4,32,85.72,3.43,17.65,0.552,73.49,147.74,221.23,SSD,2,97.81
2932,batch_5,ML,ml_resnet,5,4,32,83.24,3.33,23.49,0.734,60.26,32.47,92.73,NVMe,3,87.21
2933,batch_5,ML,ml_resnet,5,4,32,95.0,3.8,22.7,0.709,156.25,37.66,193.91,HDD,1,123.89
2934,batch_5,ML,ml_resnet,5,4,64,94.48,3.78,31.69,0.495,168.6,103.45,272.05,HDD,1,125.95
2935,batch_5,ML,ml_resnet,5,4,64,95.0,3.8,49.71,0.777,237.05,106.32,343.37,HDD,1,140.26
2936,batch_5,ML,ml_resnet,5,4,64,87.67,3.51,43.6,0.681,232.55,38.52,271.07,HDD,1,114.36
2937,batch_5,ML,ml_resnet,5,4,64,92.29,3.69,31.79,0.497,62.58,39.87,102.45,HDD,1,123.68
2938,batch_5,ML,ml_resnet,5,4,64,95.0,3.8,39.91,0.624,46.36,164.71,211.07,HDD,1,138.14
2939,batch_5,ML,ml_resnet,5,4,64,78.97,3.16,44.08,0.689,219.6,166.32,385.92,NVMe,3,81.11
2940,batch_5,ML,ml_resnet,5,8,4,68.43,5.47,1.93,0.482,87.96,73.35,161.31,NVMe,3,76.63
2941,batch_5,ML,ml_resnet,5,8,4,95.0,7.6,3.27,0.818,74.1,104.02,178.12,HDD,1,129.05
2942,batch_5,ML,ml_resnet,5,8,4,78.17,6.25,2.62,0.655,30.89,92.04,122.93,SSD,2,94.63
2943,batch_5,ML,ml_resnet,5,8,4,84.04,6.72,3.03,0.757,146.58,33.5,180.08,SSD,2,92.42
2944,batch_5,ML,ml_resnet,5,8,4,83.6,6.69,3.13,0.782,201.72,15.93,217.65,SSD,2,95.42
2945,batch_5,ML,ml_resnet,5,8,4,95.0,7.6,3.39,0.848,125.12,137.77,262.89,HDD,1,144.73
2946,batch_5,ML,ml_resnet,5,8,8,94.72,7.58,4.65,0.581,190.7,74.46,265.16,HDD,1,123.86
2947,batch_5,ML,ml_resnet,5,8,8,88.32,7.07,6.49,0.811,30.6,83.58,114.18,HDD,1,110.02
2948,batch_5,ML,ml_resnet,5,8,8,64.5,5.16,6.5,0.812,110.39,73.06,183.45,NVMe,3,67.52
2949,batch_5,ML,ml_resnet,5,8,8,93.88,7.51,5.85,0.731,225.12,170.24,395.36,HDD,1,113.58
2950,batch_5,ML,ml_resnet,5,8,8,79.62,6.37,4.88,0.61,208.13,165.77,373.9,SSD,2,92.77
2951,batch_5,ML,ml_resnet,5,8,8,80.85,6.47,5.1,0.637,140.24,12.56,152.8,SSD,2,86.26
2952,batch_5,ML,ml_resnet,5,8,16,66.48,5.32,9.08,0.568,52.39,100.83,153.22,NVMe,3,62.0
2953,batch_5,ML,ml_resnet,5,8,16,64.22,5.14,9.79,0.612,109.34,88.05,197.39,NVMe,3,57.14
2954,batch_5,ML,ml_resnet,5,8,16,79.46,6.36,10.53,0.658,166.11,30.11,196.22,HDD,1,87.75
2955,batch_5,ML,ml_resnet,5,8,16,70.34,5.63,11.43,0.714,131.62,114.44,246.06,NVMe,3,60.77
2956,batch_5,ML,ml_resnet,5,8,16,76.67,6.13,9.52,0.595,214.1,106.79,320.89,SSD,2,84.76
2957,batch_5,ML,ml_resnet,5,8,16,68.85,5.51,11.01,0.688,49.1,170.36,219.46,SSD,2,77.24
2958,batch_5,ML,ml_resnet,5,8,32,81.07,6.49,20.22,0.632,241.58,98.74,340.32,HDD,1,82.37
2959,batch_5,ML,ml_resnet,5,8,32,69.03,5.52,16.79,0.525,23.38,176.22,199.6,NVMe,3,61.44
2960,batch_5,ML,ml_resnet,5,8,32,71.32,5.71,21.72,0.679,234.94,169.93,404.87,NVMe,3,63.03
2961,batch_5,ML,ml_resnet,5,8,32,66.16,5.29,20.93,0.654,243.45,30.02,273.47,SSD,2,65.1
2962,batch_5,ML,ml_resnet,5,8,32,68.83,5.51,16.17,0.505,88.26,112.36,200.62,SSD,2,64.25
2963,batch_5,ML,ml_resnet,5,8,32,78.02,6.24,23.01,0.719,212.0,103.74,315.74,HDD,1,94.1
2964,batch_5,ML,ml_resnet,5,8,64,73.27,5.86,32.33,0.505,81.24,37.66,118.9,SSD,2,78.49
2965,batch_5,ML,ml_resnet,5,8,64,70.59,5.65,37.36,0.584,155.16,86.38,241.54,NVMe,3,62.32
2966,batch_5,ML,ml_resnet,5,8,64,65.38,5.23,47.52,0.743,81.27,32.42,113.69,NVMe,3,65.47
2967,batch_5,ML,ml_resnet,5,8,64,59.77,4.78,36.32,0.568,131.8,151.95,283.75,NVMe,3,52.61
2968,batch_5,ML,ml_resnet,5,8,64,63.2,5.06,43.6,0.681,49.06,157.84,206.9,SSD,2,66.35
2969,batch_5,ML,ml_resnet,5,8,64,75.41,6.03,46.98,0.734,24.15,134.83,158.98,SSD,2,74.2
2970,batch_5,ML,ml_resnet,5,16,4,85.02,13.6,2.35,0.588,83.28,18.98,102.26,HDD,1,95.96
2971,batch_5,ML,ml_resnet,5,16,4,79.94,12.79,2.02,0.505,214.95,89.9,304.85,HDD,1,95.65
2972,batch_5,ML,ml_resnet,5,16,4,77.94,12.47,3.22,0.805,223.66,57.6,281.26,HDD,1,83.66
2973,batch_5,ML,ml_resnet,5,16,4,80.37,12.86,2.63,0.657,237.42,148.86,386.28,HDD,1,98.96
2974,batch_5,ML,ml_resnet,5,16,4,85.59,13.69,1.94,0.485,248.55,22.32,270.87,HDD,1,102.13
2975,batch_5,ML,ml_resnet,5,16,4,72.62,11.62,3.07,0.767,105.82,91.85,197.67,NVMe,3,66.76
2976,batch_5,ML,ml_resnet,5,16,8,80.56,12.89,6.01,0.751,33.57,29.75,63.32,HDD,1,88.3
2977,batch_5,ML,ml_resnet,5,16,8,67.72,10.84,5.55,0.694,214.08,160.6,374.68,SSD,2,55.94
2978,batch_5,ML,ml_resnet,5,16,8,80.01,12.8,4.97,0.621,191.93,17.42,209.35,HDD,1,93.73
2979,batch_5,ML,ml_resnet,5,16,8,65.29,10.45,6.21,0.776,202.61,19.05,221.66,SSD,2,66.04
2980,batch_5,ML,ml_resnet,5,16,8,62.35,9.98,6.19,0.774,156.54,125.68,282.22,NVMe,3,55.45
2981,batch_5,ML,ml_resnet,5,16,8,82.78,13.24,4.42,0.552,181.15,177.96,359.11,HDD,1,86.43
2982,batch_5,ML,ml_resnet,5,16,16,72.79,11.65,11.75,0.734,180.8,48.59,229.39,HDD,1,79.33
2983,batch_5,ML,ml_resnet,5,16,16,53.81,8.61,10.83,0.677,127.71,110.83,238.54,NVMe,3,44.81
2984,batch_5,ML,ml_resnet,5,16,16,58.13,9.3,11.01,0.688,84.18,90.28,174.46,NVMe,3,49.37
2985,batch_5,ML,ml_resnet,5,16,16,76.36,12.22,11.89,0.743,240.65,144.82,385.47,HDD,1,84.46
2986,batch_5,ML,ml_resnet,5,16,16,60.07,9.61,9.19,0.574,143.84,46.25,190.09,NVMe,3,56.09
2987,batch_5,ML,ml_resnet,5,16,16,59.59,9.53,7.43,0.464,96.43,36.13,132.56,NVMe,3,43.71
2988,batch_5,ML,ml_resnet,5,16,32,58.8,9.41,15.28,0.477,225.25,46.27,271.52,NVMe,3,43.91
2989,batch_5,ML,ml_resnet,5,16,32,55.0,8.8,17.68,0.552,195.71,150.06,345.77,NVMe,3,42.8
2990,batch_5,ML,ml_resnet,5,16,32,63.92,10.23,19.59,0.612,82.79,102.76,185.55,SSD,2,57.25
2991,batch_5,ML,ml_resnet,5,16,32,71.87,11.5,20.13,0.629,155.31,47.23,202.54,HDD,1,68.84
2992,batch_5,ML,ml_resnet,5,16,32,65.45,10.47,20.84,0.651,145.85,174.5,320.35,NVMe,3,52.29
2993,batch_5,ML,ml_resnet,5,16,32,65.76,10.52,19.3,0.603,245.72,164.32,410.04,SSD,2,55.52
2994,batch_5,ML,ml_resnet,5,16,64,57.44,9.19,37.35,0.584,122.47,85.54,208.01,SSD,2,53.94
2995,batch_5,ML,ml_resnet,5,16,64,65.49,10.48,38.87,0.607,123.27,67.05,190.32,SSD,2,56.89
2996,batch_5,ML,ml_resnet,5,16,64,65.87,10.54,33.48,0.523,209.67,110.99,320.66,HDD,1,67.62
2997,batch_5,ML,ml_resnet,5,16,64,63.37,10.14,51.9,0.811,94.65,17.23,111.88,NVMe,3,48.0
2998,batch_5,ML,ml_resnet,5,16,64,58.65,9.38,44.16,0.69,224.58,26.95,251.53,NVMe,3,43.98
2999,batch_5,ML,ml_resnet,5,16,64,71.6,11.46,40.65,0.635,136.73,75.94,212.67,HDD,1,63.26
3000,batch_5,ML,ml_bert,6,2,4,95.0,1.9,2.27,0.568,236.76,125.94,362.7,NVMe,3,222.42
3001,batch_5,ML,ml_bert,6,2,4,95.0,1.9,2.08,0.52,165.78,79.04,244.82,HDD,1,340.9
3002,batch_5,ML,ml_bert,6,2,4,95.0,1.9,3.29,0.823,180.69,24.14,204.83,NVMe,3,211.69
3003,batch_5,ML,ml_bert,6,2,4,95.0,1.9,3.23,0.807,173.38,40.98,214.36,HDD,1,353.95
3004,batch_5,ML,ml_bert,6,2,4,95.0,1.9,3.34,0.835,22.43,156.19,178.62,SSD,2,276.94
3005,batch_5,ML,ml_bert,6,2,4,95.0,1.9,1.93,0.482,45.53,46.48,92.01,NVMe,3,187.24
3006,batch_5,ML,ml_bert,6,2,8,95.0,1.9,6.15,0.769,177.87,109.99,287.86,NVMe,3,214.04
3007,batch_5,ML,ml_bert,6,2,8,95.0,1.9,5.58,0.698,27.36,58.03,85.39,SSD,2,215.05
3008,batch_5,ML,ml_bert,6,2,8,95.0,1.9,4.01,0.501,156.84,18.42,175.26,SSD,2,243.95
3009,batch_5,ML,ml_bert,6,2,8,95.0,1.9,5.49,0.686,104.22,14.77,118.99,SSD,2,240.08
3010,batch_5,ML,ml_bert,6,2,8,95.0,1.9,6.74,0.843,86.2,125.18,211.38,HDD,1,273.25
3011,batch_5,ML,ml_bert,6,2,8,95.0,1.9,6.07,0.759,22.81,127.3,150.11,HDD,1,259.23
3012,batch_5,ML,ml_bert,6,2,16,95.0,1.9,7.4,0.463,69.34,17.75,87.09,NVMe,3,171.39
3013,batch_5,ML,ml_bert,6,2,16,95.0,1.9,12.07,0.754,34.81,102.27,137.08,NVMe,3,170.85
3014,batch_5,ML,ml_bert,6,2,16,95.0,1.9,11.39,0.712,222.52,114.82,337.34,NVMe,3,160.69
3015,batch_5,ML,ml_bert,6,2,16,95.0,1.9,9.5,0.594,194.79,51.42,246.21,HDD,1,250.78
3016,batch_5,ML,ml_bert,6,2,16,95.0,1.9,9.68,0.605,27.65,79.28,106.93,SSD,2,196.1
3017,batch_5,ML,ml_bert,6,2,16,95.0,1.9,10.9,0.681,168.15,77.62,245.77,SSD,2,189.31
3018,batch_5,ML,ml_bert,6,2,32,95.0,1.9,15.34,0.479,108.98,84.67,193.65,SSD,2,219.03
3019,batch_5,ML,ml_bert,6,2,32,95.0,1.9,23.3,0.728,75.58,91.43,167.01,SSD,2,181.25
3020,batch_5,ML,ml_bert,6,2,32,95.0,1.9,17.19,0.537,64.58,154.21,218.79,SSD,2,189.17
3021,batch_5,ML,ml_bert,6,2,32,95.0,1.9,26.73,0.835,106.24,48.25,154.49,SSD,2,185.03
3022,batch_5,ML,ml_bert,6,2,32,95.0,1.9,25.24,0.789,96.86,11.37,108.23,HDD,1,229.03
3023,batch_5,ML,ml_bert,6,2,32,95.0,1.9,25.0,0.781,36.76,46.13,82.89,HDD,1,255.6
3024,batch_5,ML,ml_bert,6,2,64,95.0,1.9,36.12,0.564,125.66,53.31,178.97,SSD,2,188.82
3025,batch_5,ML,ml_bert,6,2,64,95.0,1.9,33.58,0.525,237.82,129.42,367.24,NVMe,3,162.06
3026,batch_5,ML,ml_bert,6,2,64,95.0,1.9,31.24,0.488,23.5,143.87,167.37,HDD,1,246.14
3027,batch_5,ML,ml_bert,6,2,64,95.0,1.9,51.71,0.808,117.0,125.05,242.05,NVMe,3,164.33
3028,batch_5,ML,ml_bert,6,2,64,95.0,1.9,43.03,0.672,115.22,53.06,168.28,SSD,2,192.24
3029,batch_5,ML,ml_bert,6,2,64,95.0,1.9,51.91,0.811,40.33,76.74,117.07,HDD,1,268.08
3030,batch_5,ML,ml_bert,6,4,4,95.0,3.8,3.23,0.807,96.94,175.8,272.74,HDD,1,239.22
3031,batch_5,ML,ml_bert,6,4,4,95.0,3.8,3.2,0.8,149.39,144.29,293.68,SSD,2,166.01
3032,batch_5,ML,ml_bert,6,4,4,95.0,3.8,1.94,0.485,156.49,110.91,267.4,NVMe,3,130.05
3033,batch_5,ML,ml_bert,6,4,4,95.0,3.8,2.43,0.608,73.12,153.34,226.46,SSD,2,190.69
3034,batch_5,ML,ml_bert,6,4,4,95.0,3.8,3.22,0.805,52.54,72.91,125.45,SSD,2,170.44
3035,batch_5,ML,ml_bert,6,4,4,95.0,3.8,2.21,0.552,246.16,161.29,407.45,NVMe,3,130.7
3036,batch_5,ML,ml_bert,6,4,8,95.0,3.8,3.89,0.486,99.18,37.56,136.74,NVMe,3,128.03
3037,batch_5,ML,ml_bert,6,4,8,95.0,3.8,3.62,0.453,63.48,129.07,192.55,NVMe,3,128.14
3038,batch_5,ML,ml_bert,6,4,8,95.0,3.8,4.15,0.519,101.09,164.77,265.86,HDD,1,219.93
3039,batch_5,ML,ml_bert,6,4,8,95.0,3.8,6.51,0.814,186.24,126.69,312.93,HDD,1,214.2
3040,batch_5,ML,ml_bert,6,4,8,95.0,3.8,5.0,0.625,143.17,66.49,209.66,NVMe,3,131.91
3041,batch_5,ML,ml_bert,6,4,8,95.0,3.8,5.48,0.685,91.98,137.44,229.42,NVMe,3,130.76
3042,batch_5,ML,ml_bert,6,4,16,95.0,3.8,9.64,0.603,138.86,130.5,269.36,NVMe,3,117.02
3043,batch_5,ML,ml_bert,6,4,16,95.0,3.8,10.26,0.641,196.09,128.89,324.98,SSD,2,136.3
3044,batch_5,ML,ml_bert,6,4,16,95.0,3.8,8.19,0.512,228.98,91.53,320.51,HDD,1,205.77
3045,batch_5,ML,ml_bert,6,4,16,95.0,3.8,8.97,0.561,241.13,62.87,304.0,HDD,1,188.67
3046,batch_5,ML,ml_bert,6,4,16,95.0,3.8,11.82,0.739,129.66,10.21,139.87,HDD,1,152.66
3047,batch_5,ML,ml_bert,6,4,16,95.0,3.8,11.14,0.696,143.43,116.3,259.73,HDD,1,141.19
3048,batch_5,ML,ml_bert,6,4,32,95.0,3.8,15.54,0.486,84.11,177.86,261.97,HDD,1,184.96
3049,batch_5,ML,ml_bert,6,4,32,92.39,3.7,16.09,0.503,192.34,99.23,291.57,NVMe,3,120.55
3050,batch_5,ML,ml_bert,6,4,32,95.0,3.8,21.79,0.681,183.42,129.19,312.61,HDD,1,195.21
3051,batch_5,ML,ml_bert,6,4,32,88.83,3.55,22.43,0.701,23.0,16.14,39.14,NVMe,3,115.13
3052,batch_5,ML,ml_bert,6,4,32,95.0,3.8,16.31,0.51,216.05,32.2,248.25,HDD,1,175.71
3053,batch_5,ML,ml_bert,6,4,32,95.0,3.8,25.29,0.79,49.25,158.89,208.14,SSD,2,129.77
3054,batch_5,ML,ml_bert,6,4,64,95.0,3.8,48.24,0.754,135.77,81.05,216.82,HDD,1,161.07
3055,batch_5,ML,ml_bert,6,4,64,95.0,3.8,38.93,0.608,20.66,177.34,198.0,HDD,1,171.89
3056,batch_5,ML,ml_bert,6,4,64,95.0,3.8,50.0,0.781,125.09,70.5,195.59,HDD,1,154.85
3057,batch_5,ML,ml_bert,6,4,64,89.96,3.6,42.55,0.665,50.36,22.08,72.44,NVMe,3,118.0
